bad,mean,good
0,0,0
81.07,168.74,191.27
197.59,273.67,459.89
461.32,549.52,687.23
610.21,718.28,856.17
667.4,875.45,976.92
763.16,870.16,1006.63
648.06,849.53,971.0
539.15,780.67,826.55
426.57,570.31,647.77
63.83,368.9,416.2
95.16,158.69,160.51
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
30.58,175.19,200.46
161.22,358.15,453.21
431.96,662.85,690.68
590.14,714.59,867.2
695.06,757.74,985.76
722.56,970.47,1012.73
559.08,923.63,963.36
483.66,809.1,843.75
432.92,587.25,643.08
223.29,327.48,414.93
82.26,155.68,165.88
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
46.16,101.17,185.23
263.59,350.66,455.87
385.16,582.01,687.61
581.11,629.12,860.41
662.44,968.01,975.86
632.65,938.19,1013.01
492.46,909.63,963.39
308.74,702.53,848.17
181.03,614.26,640.39
197.12,319.69,411.06
84.12,131.81,163.32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
30.03,95.94,208.33
115.19,438.83,484.09
232.52,478.01,710.23
513.54,746.48,888.93
520.17,926.07,975.38
344.28,675.77,977.08
495.63,726.35,947.3
261.56,540.51,850.59
276.03,537.02,623.15
39.15,329.92,392.07
38.86,96.85,157.21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
83.56,151.41,225.79
151.35,393.47,460.85
338.59,653.52,688.82
234.84,760.09,896.7
403.71,790.27,984.47
508.02,708.37,1000.94
345.51,744.23,936.51
388.72,681.49,809.6
232.13,354.53,616.76
108.96,330.8,414.6
9.19,124.7,161.64
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
34.26,125.67,216.49
130.55,365.04,498.69
235.28,479.55,718.49
395.69,844.69,880.42
475.21,863.19,984.03
450.1,818.89,1008.81
416.66,853.88,950.53
352.11,766.07,811.75
204.62,474.37,641.61
111.21,218.72,412.65
25.24,69.27,149.8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
64.65,109.28,220.62
230.48,312.04,476.36
225.68,491.59,717.81
279.41,832.35,883.86
437.06,845.34,965.7
282.38,955.2,981.49
256.88,711.0,952.77
127.12,748.46,848.8
131.8,462.15,631.08
84.77,218.97,410.11
