bad,mean,good
0,0,0
0,0,0
0,0,0
4.84,20.37,29.41
119.07,190.5,252.78
337.05,406.43,514.83
482.16,693.61,747.87
739.96,814.79,913.05
764.88,837.05,1009.32
758.46,878.14,1034.59
571.24,936.58,961.07
590.9,678.73,818.12
456.1,523.12,623.79
247.71,356.83,370.7
48.39,78.78,123.8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.07,20.38,29.48
137.91,193.71,260.34
342.88,407.36,505.29
438.16,614.4,742.55
550.82,852.26,916.66
788.82,980.38,1008.35
759.98,951.18,1018.55
750.62,898.88,968.52
457.8,739.91,809.11
284.55,580.61,610.77
235.51,354.89,367.28
67.83,113.16,114.56
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
13.52,19.27,28.92
144.27,216.39,250.69
334.79,479.72,505.39
532.95,711.36,756.15
736.68,816.34,932.01
741.84,995.84,1006.93
793.54,958.95,1019.81
646.76,928.68,958.64
607.57,671.83,817.15
253.15,525.68,612.18
181.33,329.78,362.19
53.08,108.6,116.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
19.12,38.77,66.67
153.82,187.03,284.42
295.64,470.7,535.59
514.27,752.93,769.8
572.03,887.91,929.76
605.11,886.09,1026.07
639.99,818.19,1039.87
632.85,749.42,951.3
516.65,623.53,805.13
327.47,389.85,607.48
148.15,309.19,360.17
41.98,52.14,113.9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.86,50.07,56.29
94.92,204.88,300.05
304.65,502.63,543.4
353.89,676.03,761.83
502.91,751.22,921.67
631.14,900.5,1011.81
692.36,886.07,1038.35
571.1,751.64,947.85
525.21,670.19,807.79
351.77,527.69,592.49
108.94,244.25,372.11
27.5,47.87,113.89
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
